Material,MTyp,Matl Group
Material 5127,ERT,55
Material 3313,ERT,55
Material 6194,ERT,55
Material 2682,ERT,55
Material 134,ERT,55
Material 3201,ERT,55
Material 3470,ERT,55
Material 3740,ERT,55
Material 3692,ERT,55
Material 5055,ERT,55
Material 424,ERT,55
Material 3333,ERT,55
Material 7768,ERT,55
Material 1449,ERT,55
Material 1238,ERT,55
Material 1784,ERT,55
Material 2157,ERT,55
Material 346,ERT,55
Material 6279,ERT,55
Material 801,ERT,55
Material 7027,ERT,55
Material 2634,ERT,55
Material 4693,ERT,55
Material 3583,ERT,55
Material 989,ERT,55
Material 7708,ERT,55
Material 5471,ERT,55
Material 540,ERT,55
Material 7291,ERT,55
Material 850,ERT,55
Material 7458,ERT,71
Material 271,ERT,55
Material 7313,ERT,55
Material 2552,ERT,55
Material 731,ERT,55
Material 3286,ERT,55
Material 6235,ERT,55
Material 2520,ERT,55
Material 1350,ERT,55
Material 8001,ERT,55
Material 1734,ERT,55
Material 7222,ERT,55
Material 451,ERT,55
Material 6902,ERT,49
Material 5971,ERT,49
Material 3095,ERT,49
Material 397,ERT,55
Material 6319,ERT,55
Material 4829,ERT,55
Material 5953,ERT,55
Material 7746,ERT,55
Material 748,ERT,55
Material 7692,ERT,55
Material 3438,ERT,55
Material 7197,ERT,55
Material 4296,ERT,55
Material 575,ERT,55
Material 7655,ERT,55
Material 3215,ERT,55
Material 7851,ERT,55
Material 7274,ERT,55
Material 907,ERT,55
Material 3953,ERT,55
Material 2654,ERT,55
Material 5608,ERT,55
Material 6558,ERT,55
Material 1370,ERT,55
Material 7527,ERT,55
Material 6630,ERT,55
Material 3309,ERT,55
Material 4993,ERT,55
Material 4695,ERT,55
Material 5706,ERT,55
Material 6674,ERT,55
Material 2937,ERT,55
Material 7278,ERT,55
Material 2204,ERT,55
Material 1076,ERT,55
Material 3725,ERT,55
Material 5682,ERT,55
Material 3580,ERT,55
Material 2521,ERT,55
Material 4344,ERT,55
Material 7229,ERT,55
Material 3520,ERT,55
Material 2878,ERT,55
Material 1055,ERT,55
Material 7940,ERT,55
Material 2040,ERT,55
Material 5052,ERT,55
Material 6817,ERT,61
Material 4956,ERT,61
Material 4804,ERT,55
Material 4568,ERT,55
Material 3726,ERT,55
Material 1524,ERT,55
Material 3742,ERT,55
Material 1201,ERT,55
Material 4716,ERT,55
Material 4433,ERT,61
Material 3601,ERT,52
Material 5257,ERT,52
Material 3687,ERT,52
Material 2929,ERT,52
Material 4100,ERT,49
Material 4305,ERT,49
Material 1653,ERT,49
Material 1736,ERT,49
Material 1679,ERT,49
Material 5882,ERT,64
Material 6225,ERT,64
Material 7477,ERT,64
Material 215,ERT,64
Material 4182,ERT,64
Material 6876,ERT,64
Material 2806,ERT,64
Material 4940,ERT,64
Material 6012,ERT,64
Material 3533,ERT,64
Material 1552,ERT,64
Material 8074,ERT,64
Material 4954,ERT,64
Material 1095,ERT,64
Material 5087,ERT,64
Material 1788,ERT,64
Material 5764,ERT,64
Material 106,ERT,64
Material 7509,ERT,64
Material 6372,ERT,55
Material 2380,ERT,55
Material 5347,ERT,55
Material 7069,ERT,55
Material 662,ERT,55
Material 7323,ERT,55
Material 1321,ERT,55
Material 2965,ERT,55
Material 6244,ERT,55
Material 3482,ERT,55
Material 8016,ERT,55
Material 7945,ERT,55
Material 5231,ERT,55
Material 5151,ERT,55
Material 4504,ERT,55
Material 5025,ERT,55
Material 682,ERT,55
Material 7364,ERT,55
Material 557,ERT,55
Material 1603,ERT,55
Material 7497,ERT,55
Material 8012,ERT,55
Material 6643,ERT,55
Material 6385,ERT,55
Material 6110,ERT,55
Material 2135,ERT,55
Material 3362,ERT,55
Material 5526,ERT,55
Material 1834,ERT,55
Material 7466,ERT,55
Material 7868,ERT,64
Material 4852,ERT,64
Material 5524,ERT,64
Material 1456,ERT,64
Material 2728,ERT,64
Material 2650,ERT,64
Material 2345,ERT,64
Material 2256,ERT,64
Material 5915,ERT,64
Material 2858,ERT,64
Material 6845,ERT,64
Material 5727,ERT,64
Material 1347,ERT,64
Material 6292,ERT,64
Material 4196,ERT,64
Material 4453,ERT,64
Material 3288,ERT,64
Material 6768,ERT,66
Material 7695,ERT,66
Material 3294,ERT,66
Material 3101,ERT,66
Material 6034,ERT,66
Material 5082,ERT,66
Material 7039,ERT,66
Material 2691,ERT,66
Material 7395,ERT,66
Material 3765,ERT,66
Material 3973,ERT,33
Material 4820,ERT,33
Material 6813,ERT,33
Material 1324,ERT,33
Material 3952,ERT,33
Material 6146,ERT,33
Material 2996,ERT,33
Material 6870,ERT,33
Material 3153,ERT,33
Material 3542,ERT,33
Material 7316,ERT,33
Material 6175,ERT,66
Material 4948,ERT,66
Material 7489,ERT,66
Material 2261,ERT,64
Material 1508,ERT,64
Material 983,ERT,64
Material 3265,ERT,64
Material 4235,ERT,64
Material 7258,ERT,64
Material 376,ERT,64
Material 4826,ERT,64
Material 7668,ERT,64
Material 3831,ERT,64
Material 2726,ERT,64
Material 793,ERT,64
Material 5445,ERT,64
Material 5889,ERT,64
Material 2605,ERT,64
Material 7279,ERT,64
Material 321,ERT,64
Material 6129,ERT,64
Material 4066,ERT,64
Material 496,ERT,64
Material 5063,ERT,64
Material 7378,ERT,64
Material 3823,ERT,64
Material 6748,ERT,64
Material 910,ERT,64
Material 2599,ERT,64
Material 3901,ERT,64
Material 4981,ERT,64
Material 738,ERT,64
Material 627,ERT,64
Material 7161,ERT,64
Material 4324,ERT,64
Material 3495,ERT,64
Material 48,ERT,61
Material 3909,AWA,88
Material 6162,AWA,73
Material 2603,ALB,33
Material 4193,ALB,33
Material 2197,AWA,88
Material 5730,AWA,73
Material 1929,AWA,34
Material 2221,AWA,34
Material 638,AWA,34
Material 2715,AWA,34
Material 5221,ROH,26
Material 6898,ROH,87
Material 5899,ROH,87
Material 951,ROH,87
Material 572,ROH,10
Material 1707,ROH,10
Material 7618,ROH,16
Material 1540,ROH,10
Material 2279,ERT,49
Material 4117,ERT,49
Material 5811,ERT,49
Material 5371,ERT,49
Material 3676,ERT,49
Material 297,ERT,49
Material 6109,ERT,49
Material 5776,ERT,49
Material 2164,ERT,49
Material 7947,ERT,49
Material 3688,ERT,49
Material 596,ERT,49
Material 6429,ERT,49
Material 1352,ERT,49
Material 6626,ERT,49
Material 522,ERT,49
Material 384,AWA,34
Material 2913,ERT,52
Material 2645,ERT,52
Material 5686,ROH,95
Material 5519,ROH,13
Material 2629,ROH,13
Material 2689,ROH,13
Material 3310,ROH,13
Material 7571,ROH,13
Material 6486,ROH,13
Material 5529,ROH,13
Material 5132,ROH,13
Material 4514,ROH,2
Material 5289,NBW,82
Material 5440,ROH,82
Material 266,MRO,4
Material 3589,MRO,28
Material 3245,NBW,2
Material 4700,MRO,4
Material 5583,NBW,2
Material 3094,NBW,82
Material 6662,ROH,68
Material 6389,MRO,40
Material 4289,ROH,68
Material 1120,ROH,82
Material 6621,NBW,2
Material 1325,MRO,6
Material 5893,MRO,6
Material 2664,MRO,6
Material 4707,MRO,6
Material 4307,ROH,94
Material 86,MRO,39
Material 389,MRO,29
Material 6054,MRO,29
Material 2945,NBW,6
Material 2928,NBW,2
Material 3935,NBW,2
Material 2701,MRO,6
Material 1489,ROH,2
Material 7061,ROH,94
Material 1750,ROH,94
Material 1773,ROH,2
Material 6800,MRO,4
Material 4542,MRO,4
Material 2849,MRO,24
Material 1594,NBW,2
Material 6126,NBW,2
Material 2787,NBW,2
Material 5612,ROH,82
Material 5156,ROH,82
Material 4835,NBW,2
Material 4095,NBW,2
Material 1216,ROH,53
Material 5561,ROH,95
Material 1112,NBW,2
Material 465,NBW,2
Material 6846,ROH,82
Material 2162,NBW,2
Material 6835,NBW,2
Material 2362,ROH,94
Material 1153,ROH,13
Material 4806,ROH,13
Material 7978,ROH,13
Material 7970,ROH,13
Material 1030,ROH,13
Material 3995,ROH,13
Material 249,ROH,94
Material 6779,ROH,94
Material 7482,ROH,94
Material 1151,ROH,94
Material 6678,ROH,94
Material 7765,ROH,94
Material 229,ROH,94
Material 6594,ROH,13
Material 2832,ROH,13
Material 73,ROH,13
Material 2039,ROH,6
Material 7639,ROH,95
Material 2287,ROH,95
Material 2859,ROH,13
Material 1702,ROH,94
Material 1389,ROH,94
Material 479,ROH,94
Material 6599,ROH,13
Material 981,ROH,13
Material 6949,ROH,13
Material 5935,ROH,94
Material 5255,ROH,94
Material 4,ROH,39
Material 6041,ROH,2
Material 5911,ROH,94
Material 3496,ROH,95
Material 934,ROH,95
Material 5339,ROH,95
Material 3843,ROH,95
Material 3421,ROH,95
Material 4569,ROH,95
Material 518,ROH,95
Material 4334,ROH,95
Material 2259,ROH,95
Material 198,ROH,95
Material 8057,ROH,82
Material 35,ROH,74
Material 274,ROH,94
Material 1879,ROH,94
Material 4451,ROH,94
Material 1884,ROH,95
Material 7737,ROH,13
Material 4224,ROH,95
Material 5835,ROH,95
Material 4991,ROH,95
Material 1306,ROH,94
Material 7578,ROH,94
Material 1890,ROH,13
Material 1527,ROH,13
Material 7459,ROH,95
Material 6809,ROH,25
Material 4932,NBW,2
Material 1425,ROH,13
Material 3426,NBW,47
Material 190,ROH,94
Material 5223,ROH,94
Material 2924,ROH,82
Material 5578,ROH,2
Material 6658,ROH,2
Material 5412,ROH,53
Material 2224,ROH,35
Material 150,NBW,2
Material 5242,NBW,2
Material 6240,ROH,95
Material 3611,ROH,95
Material 1754,ALB,81
Material 6593,ROH,95
Material 1345,ROH,82
Material 3439,ROH,82
Material 7480,ROH,82
Material 7000,NBW,2
Material 1647,ROH,94
Material 1206,ROH,94
Material 1061,ROH,13
Material 3243,ROH,95
Material 574,ROH,95
Material 2722,ROH,95
Material 1503,ROH,95
Material 304,ROH,82
Material 4526,ROH,82
Material 3126,ROH,82
Material 3130,ROH,82
Material 5096,ROH,13
Material 804,NBW,2
Material 2250,NBW,2
Material 7967,ROH,2
Material 5683,ROH,2
Material 6234,ROH,95
Material 1146,ROH,35
Material 1447,ROH,35
Material 4057,ROH,82
Material 2071,ROH,82
Material 4931,ROH,2
Material 6207,ROH,35
Material 2946,ROH,35
Material 7673,ROH,95
Material 7508,ROH,95
Material 2745,ROH,13
Material 400,ROH,87
Material 7565,ROH,95
Material 5210,ROH,95
Material 7704,ROH,95
Material 553,ROH,13
Material 990,ROH,95
Material 7408,ROH,13
Material 2697,ROH,13
Material 1613,ROH,13
Material 5410,ROH,13
Material 2900,ROH,13
Material 7745,ROH,13
Material 2608,ROH,13
Material 7526,ROH,13
Material 5506,ROH,13
Material 4259,ROH,13
Material 7599,ROH,13
Material 5552,ROH,13
Material 319,ROH,13
Material 3485,ROH,13
Material 7771,NBW,6
Material 7054,NBW,6
Material 5920,NBW,6
Material 7694,NBW,6
Material 2275,NBW,6
Material 4929,NBW,6
Material 3698,ROH,35
Material 7845,ROH,95
Material 30,ROH,6
Material 2838,ROH,6
Material 1627,NBW,13
Material 3385,ROH,13
Material 4702,ROH,13
Material 2834,ROH,35
Material 4684,ROH,25
Material 5930,ROH,2
Material 7184,ROH,95
Material 7424,ROH,35
Material 231,ROH,35
Material 3648,ROH,35
Material 2014,ROH,35
Material 2094,ROH,95
Material 2762,ROH,95
Material 5034,ROH,95
Material 2717,ROH,95
Material 4971,ROH,95
Material 2957,ROH,82
Material 3349,ROH,95
Material 1777,ROH,95
Material 1097,ROH,87
Material 5351,ROH,2
Material 5788,ROH,2
Material 5991,ROH,2
Material 650,ROH,2
Material 2340,ROH,2
Material 2750,NBW,2
Material 6158,NBW,6
Material 116,NBW,6
Material 7115,NBW,6
Material 5509,ROH,58
Material 2825,ROH,58
Material 2346,ROH,58
Material 1805,ROH,58
Material 6571,ROH,13
Material 534,NBW,13
Material 8022,ROH,95
Material 3138,NBW,6
Material 4744,ROH,13
Material 629,ROH,35
Material 3085,ROH,35
Material 6031,ROH,87
Material 706,ROH,13
Material 3755,ROH,25
Material 4782,ROH,94
Material 3972,ROH,94
Material 4682,ROH,94
Material 3919,ROH,94
Material 908,ROH,95
Material 7203,ROH,95
Material 175,ROH,13
Material 5070,ROH,87
Material 6590,ROH,2
Material 697,NBW,2
Material 4752,NBW,2
Material 4689,ROH,95
Material 3745,ROH,13
Material 6989,ROH,95
Material 2219,ROH,35
Material 1174,ROH,13
Material 422,ROH,13
Material 2771,ROH,13
Material 2016,ROH,95
Material 301,ROH,87
Material 1322,ROH,82
Material 5697,ROH,82
Material 7859,ROH,82
Material 7663,ROH,13
Material 7866,ROH,94
Material 84,NBW,2
Material 4473,NBW,2
Material 2009,ROH,13
Material 3715,ROH,6
Material 7260,ALB,35
Material 4706,ROH,13
Material 5647,ROH,95
Material 3423,NBW,2
Material 5139,ROH,87
Material 6428,NBW,2
Material 6522,ROH,94
Material 493,NBW,6
Material 3736,NBW,6
Material 3728,NBW,6
Material 7627,ROH,82
Material 8059,NBW,13
Material 6444,ROH,13
Material 883,ROH,13
Material 4922,ROH,94
Material 6278,ROH,2
Material 1515,ROH,94
Material 7803,NBW,13
Material 1881,NBW,13
Material 6000,NBW,13
Material 6763,ROH,13
Material 7256,ROH,13
Material 4638,ROH,87
Material 195,ROH,2
Material 2840,ROH,82
Material 4655,ROH,94
Material 612,ROH,94
Material 3734,ROH,13
Material 3732,NBW,6
Material 5905,NBW,6
Material 5607,NBW,6
Material 3624,NBW,6
Material 7405,NBW,6
Material 3863,NBW,6
Material 6697,NBW,13
Material 4809,ROH,35
Material 3500,ROH,2
Material 3119,ROH,2
Material 7921,ROH,13
Material 4325,ROH,13
Material 2290,ROH,13
Material 5325,ROH,13
Material 1588,ROH,13
Material 3214,ROH,13
Material 3809,ROH,13
Material 3791,ROH,13
Material 6946,ROH,13
Material 4089,ROH,13
Material 5011,ROH,13
Material 4056,ROH,95
Material 5766,NBW,2
Material 6761,NBW,13
Material 1768,ROH,87
Material 488,ALB,81
Material 3363,ALB,81
Material 2851,ALB,95
Material 6822,ROH,13
Material 25,ROH,95
Material 1655,ROH,94
Material 3133,NBW,94
Material 7930,NBW,47
Material 1087,NBW,24
Material 6352,NBW,2
Material 262,NBW,2
Material 2246,NBW,2
Material 5632,NBW,2
Material 6035,NBW,2
Material 6739,NBW,2
Material 7573,NBW,2
Material 5887,NBW,35
Material 7273,MRO,13
Material 7891,NBW,2
Material 5048,MRO,13
Material 8081,NBW,4
Material 3353,NBW,4
Material 1674,MRO,24
Material 1281,NBW,47
Material 5041,MRO,4
Material 6309,NBW,4
Material 2716,NBW,4
Material 2011,ROH,13
Material 1753,NBW,13
Material 1614,NBW,13
Material 3635,ROH,13
Material 1676,NBW,2
Material 6732,NBW,2
Material 2563,NBW,2
Material 609,NBW,2
Material 7732,NBW,2
Material 4902,NBW,2
Material 149,NBW,2
Material 4635,NBW,2
Material 2581,NBW,2
Material 1148,NBW,2
Material 3773,ROH,2
Material 6029,NBW,2
Material 7084,NBW,24
Material 6378,NBW,2
Material 4643,NBW,2
Material 7703,ALB,59
Material 4983,NBW,2
Material 2075,ALB,59
Material 1873,NBW,2
Material 3941,NBW,2
Material 2084,NBW,2
Material 3986,ALB,75
Material 1511,ROH,95
Material 3375,ROH,95
Material 2439,ROH,95
Material 2616,ROH,95
Material 2598,ROH,95
Material 6502,ROH,95
Material 6604,ROH,95
Material 7814,ROH,95
Material 139,ROH,95
Material 1400,ROH,95
Material 2118,ROH,95
Material 1186,ROH,95
Material 7849,ROH,95
Material 7754,ROH,95
Material 3249,ROH,95
Material 1786,ROH,95
Material 6806,ROH,95
Material 5560,ROH,95
Material 7282,ROH,95
Material 1443,ROH,95
Material 6854,ROH,13
Material 4232,ROH,95
Material 7960,ROH,95
Material 3617,NBW,2
Material 7056,NBW,2
Material 1245,NBW,2
Material 4988,NBW,2
Material 6136,ROH,82
Material 5840,ROH,38
Material 3498,ROH,38
Material 124,ROH,94
Material 709,ALB,75
Material 476,ALB,13
Material 3666,ALB,13
Material 431,ALB,13
Material 6934,ROH,75
Material 3112,ALB,75
Material 2538,ROH,75
Material 4363,ROH,75
Material 3233,ALB,75
Material 6315,ALB,35
Material 5663,ALB,35
Material 2485,ALB,35
Material 2761,ROH,75
Material 656,ROH,82
Material 1437,ROH,87
Material 2662,ROH,94
Material 5894,NBW,13
Material 7447,ROH,94
Material 5502,ROH,82
Material 1187,ROH,82
Material 1677,ALB,75
Material 6403,ROH,35
Material 2450,ROH,87
Material 7998,ALB,33
Material 508,ALB,33
Material 2200,ALB,33
Material 7638,ALB,33
Material 1108,ALB,33
Material 3135,ALB,33
Material 7020,ALB,33
Material 5294,ALB,33
Material 3199,ALB,33
Material 3983,ALB,33
Material 4659,ALB,33
Material 2042,ALB,33
Material 6463,ALB,33
Material 6197,ALB,33
Material 7719,ALB,33
Material 5929,ALB,33
Material 6390,ALB,33
Material 2091,ALB,33
Material 7418,ALB,33
Material 2453,ALB,33
Material 2865,ALB,33
Material 445,ALB,33
Material 140,ALB,33
Material 2861,ALB,33
Material 4841,ALB,33
Material 4205,ALB,33
Material 834,ALB,33
Material 1249,ALB,33
Material 6515,ALB,33
Material 2512,ALB,33
Material 3384,ALB,33
Material 2837,ALB,33
Material 5308,ALB,33
Material 3645,ALB,33
Material 5476,ALB,33
Material 6916,ALB,33
Material 5266,ALB,33
Material 5344,ALB,33
Material 1114,ALB,33
Material 7653,ALB,33
Material 7825,ALB,33
Material 2474,ALB,33
Material 4958,ALB,33
Material 408,ALB,33
Material 7566,ALB,33
Material 1317,ALB,33
Material 2158,ALB,33
Material 217,ROH,95
Material 4408,ALB,33
Material 8053,ALB,33
Material 3767,ALB,33
Material 803,ALB,33
Material 5924,ALB,33
Material 7517,ALB,33
Material 2139,ALB,33
Material 6092,ALB,33
Material 7324,ALB,33
Material 7706,ALB,33
Material 6272,NBW,94
Material 4652,ROH,94
Material 4327,ROH,94
Material 4906,ROH,13
Material 8060,ROH,87
Material 7008,ROH,95
Material 4161,NBW,6
Material 2535,ROH,13
Material 817,ROH,13
Material 241,ROH,94
Material 3877,ROH,13
Material 1557,ROH,13
Material 5732,ROH,13
Material 356,ROH,13
Material 4386,ROH,13
Material 1555,ROH,13
Material 6877,ROH,13
Material 4978,ROH,35
Material 6657,ROH,35
Material 5378,ROH,94
Material 7074,ROH,94
Material 5724,ROH,87
Material 5292,ROH,87
Material 1973,ROH,87
Material 6557,ROH,95
Material 4589,ROH,95
Material 5644,ROH,95
Material 2088,ROH,95
Material 5667,ROH,94
Material 7899,ROH,94
Material 5030,ROH,94
Material 773,ROH,94
Material 774,ROH,94
Material 7298,NBW,13
Material 4311,ROH,13
Material 6928,ROH,13
Material 6820,ROH,13
Material 4155,ROH,13
Material 1143,ROH,13
Material 4891,ROH,94
Material 6464,ROH,6
Material 3107,ROH,6
Material 7327,ROH,94
Material 5104,ALB,35
Material 2658,ALB,35
Material 5975,NBW,2
Material 6749,ROH,35
Material 6781,ROH,35
Material 4592,ROH,13
Material 6044,ROH,13
Material 6832,NBW,2
Material 5111,ROH,13
Material 6547,ROH,13
Material 6338,ROH,95
Material 7204,ROH,13
Material 7846,ROH,13
Material 2206,ROH,13
Material 7346,NBW,47
Material 4507,NBW,47
Material 7838,NBW,6
Material 3223,ROH,87
Material 4615,ROH,87
Material 4631,ROH,82
Material 5771,ROH,82
Material 480,ROH,13
Material 5903,ROH,13
Material 3761,NBW,13
Material 1762,NBW,13
Material 1255,ROH,87
Material 2057,NBW,13
Material 619,NBW,13
Material 7096,ROH,95
Material 6066,NBW,13
Material 7114,NBW,13
Material 4945,NBW,13
Material 357,ROH,94
Material 3002,ROH,13
Material 7523,ROH,94
Material 248,ROH,82
Material 7072,ROH,82
Material 6181,ROH,82
Material 7734,ROH,35
Material 1641,ROH,35
Material 355,ROH,82
Material 5832,ROH,82
Material 7004,ROH,82
Material 2482,ROH,13
Material 490,ROH,35
Material 4896,ROH,35
Material 7306,ROH,13
Material 2186,ROH,35
Material 2970,ROH,94
Material 3792,ROH,94
Material 3268,ROH,13
Material 4030,ROH,13
Material 3475,ROH,13
Material 6517,ROH,13
Material 6815,ROH,13
Material 471,ROH,95
Material 3466,ROH,35
Material 3481,ROH,35
Material 4389,ROH,35
Material 6729,ROH,94
Material 2916,ROH,75
Material 1809,ROH,94
Material 5302,ROH,94
Material 5800,ROH,95
Material 2264,ROH,94
Material 3895,ROH,95
Material 858,ROH,95
Material 7809,ROH,58
Material 6937,ROH,58
Material 2175,ROH,94
Material 4351,ROH,94
Material 1232,ROH,94
Material 6765,ROH,94
Material 968,ROH,87
Material 7889,NBW,2
Material 1519,NBW,2
Material 884,ROH,94
Material 6757,ROH,13
Material 4495,ROH,6
Material 1692,NBW,2
Material 2676,NBW,2
Material 392,NBW,2
Material 2156,NBW,2
Material 2148,NBW,2
Material 3271,ROH,94
Material 7131,ROH,2
Material 4109,NBW,2
Material 885,NBW,2
Material 4997,ROH,2
Material 5240,ROH,2
Material 3923,ROH,87
Material 5037,NBW,2
Material 7189,NBW,2
Material 6400,NBW,2
Material 7619,NBW,2
Material 3350,NBW,2
Material 7491,NBW,2
Material 4994,NBW,2
Material 1971,NBW,2
Material 6271,ROH,87
Material 5590,NBW,13
Material 3074,NBW,13
Material 641,ROH,13
Material 5278,ROH,13
Material 5984,ROH,13
Material 6043,ROH,13
Material 6085,ROH,13
Material 4888,NBW,2
Material 7761,ROH,2
Material 4309,ROH,95
Material 7555,ALB,81
Material 3719,NBW,2
Material 5429,ROH,82
Material 6239,ROH,94
Material 7640,ROH,13
Material 171,ROH,13
Material 4937,ROH,13
Material 167,ROH,13
Material 1038,ROH,13
Material 3422,NBW,13
Material 68,NBW,13
Material 2300,ROH,13
Material 3164,NBW,2
Material 1441,ROH,94
Material 5936,ROH,94
Material 1648,ROH,94
Material 6467,NBW,2
Material 7215,NBW,2
Material 3846,NBW,6
Material 5448,ROH,87
Material 3429,NBW,2
Material 5072,ROH,24
Material 6868,ROH,82
Material 5998,ROH,87
Material 2131,NBW,6
Material 6606,NBW,6
Material 6395,ROH,13
Material 5114,NBW,6
Material 1229,ROH,13
Material 5630,ROH,13
Material 5234,ROH,13
Material 6423,ROH,13
Material 1082,ROH,13
Material 2258,ROH,13
Material 1802,ROH,13
Material 7209,NBW,6
Material 5637,ROH,35
Material 6825,ROH,35
Material 751,ROH,13
Material 2876,NBW,2
Material 2768,NBW,2
Material 5973,ROH,2
Material 1217,ROH,2
Material 7383,ROH,95
Material 2379,ROH,94
Material 7680,ROH,94
Material 2122,ROH,24
Material 1871,ROH,24
Material 4653,ROH,82
Material 7219,ROH,24
Material 7514,ROH,95
Material 966,ROH,95
Material 7139,ALB,13
Material 7994,ROH,13
Material 6386,ROH,94
Material 6455,ROH,94
Material 5859,ROH,94
Material 7277,ROH,94
Material 639,ROH,94
Material 5817,ROH,95
Material 7807,NBW,95
Material 5492,NBW,2
Material 7065,ROH,95
Material 5478,ROH,13
Material 6075,ROH,13
Material 1514,ROH,13
Material 7914,ROH,13
Material 5716,ROH,94
Material 3660,ROH,13
Material 6659,ROH,13
Material 4370,ROH,13
Material 6359,ROH,87
Material 7200,ROH,82
Material 4648,ROH,87
Material 6296,ROH,87
Material 6701,ROH,87
Material 3507,ROH,87
Material 6115,ROH,82
Material 56,ROH,95
Material 3266,ROH,87
Material 6324,NBW,6
Material 5609,ROH,53
Material 2782,ROH,94
Material 2402,ROH,94
Material 1778,ROH,95
Material 1346,ROH,94
Material 3289,NBW,102
Material 5482,ROH,87
Material 3928,NBW,2
Material 2459,ROH,87
Material 6572,ROH,35
Material 3857,ROH,87
Material 223,NBW,6
Material 1236,ROH,35
Material 5477,ALB,35
Material 5993,ALB,75
Material 6247,ROH,13
Material 3473,NBW,4
Material 3970,ROH,87
Material 755,ROH,13
Material 1090,NBW,13
Material 7903,ROH,13
Material 1477,ROH,87
Material 430,ROH,13
Material 6387,ROH,13
Material 4748,ROH,13
Material 633,ROH,13
Material 3620,ROH,13
Material 507,ROH,13
Material 2072,ROH,13
Material 2315,ROH,13
Material 3234,ROH,13
Material 1790,ROH,13
Material 4075,ROH,13
Material 6575,ROH,13
Material 2709,ROH,95
Material 3328,ROH,13
Material 7,ROH,13
Material 2109,ROH,13
Material 2220,ROH,13
Material 6734,ROH,13
Material 6842,ROH,13
Material 970,ROH,13
Material 5439,ROH,94
Material 3921,NBW,47
Material 4775,ROH,13
Material 2991,ROH,13
Material 4633,ROH,13
Material 2128,ROH,82
Material 4104,NBW,2
Material 3539,NBW,2
Material 1155,NBW,2
Material 3451,ROH,13
Material 6068,ROH,2
Material 7464,ROH,82
Material 3904,ROH,82
Material 4381,ROH,94
Material 2885,ROH,94
Material 6299,NBW,2
Material 3391,ROH,87
Material 2457,ROH,82
Material 3799,ROH,13
Material 4904,NBW,13
Material 1303,NBW,2
Material 4477,NBW,2
Material 2502,NBW,2
Material 3305,NBW,2
Material 1199,ROH,95
Material 6166,ROH,94
Material 300,ALB,81
Material 7587,ALB,81
Material 2810,ROH,94
Material 1457,ROH,94
Material 2892,ROH,82
Material 2366,ROH,13
Material 6798,ROH,13
Material 2506,ROH,13
Material 6198,ROH,13
Material 1814,ROH,13
Material 232,ROH,13
Material 6566,ROH,13
Material 7127,ROH,13
Material 6368,ROH,13
Material 6841,ROH,13
Material 2273,ROH,87
Material 870,ROH,2
Material 6161,NBW,2
Material 7686,ALB,95
Material 7475,ALB,95
Material 4816,ALB,95
Material 6033,ALB,95
Material 2393,ROH,87
Material 6867,ROH,13
Material 5260,ROH,24
Material 3570,ROH,24
Material 1063,ROH,13
Material 7338,ROH,87
Material 1307,ROH,87
Material 6412,ROH,13
Material 4443,ROH,13
Material 3248,ROH,82
Material 5435,ROH,13
Material 4112,ROH,13
Material 2132,ROH,82
Material 6051,NBW,2
Material 3401,NBW,2
Material 1591,NBW,2
Material 954,NBW,2
Material 2464,ROH,87
Material 7701,NBW,13
Material 401,NBW,13
Material 1520,NBW,4
Material 4650,ROH,13
Material 6446,ROH,95
Material 3739,ROH,94
Material 5159,ROH,13
Material 7904,ROH,94
Material 906,ROH,35
Material 4598,ROH,94
Material 681,ROH,13
Material 2963,ROH,13
Material 2296,NBW,47
Material 1859,NBW,2
Material 3283,NBW,2
Material 1363,NBW,2
Material 1032,NBW,2
Material 6663,ROH,87
Material 584,NBW,4
Material 3042,ROH,13
Material 6200,ROH,82
Material 3944,ROH,13
Material 6084,NBW,6
Material 4666,ROH,13
Material 2628,ALB,81
Material 1197,ROH,82
Material 4465,ROH,82
Material 446,ROH,95
Material 5926,ROH,95
Material 3531,NBW,53
Material 5368,ROH,87
Material 913,ROH,35
Material 2163,ROH,13
Material 5592,ROH,13
Material 4414,ROH,82
Material 3469,ROH,13
Material 7532,ROH,13
Material 2943,NBW,2
Material 455,ROH,35
Material 329,ROH,35
Material 894,ROH,87
Material 626,ROH,13
Material 4783,NBW,2
Material 5646,ROH,87
Material 8073,NBW,2
Material 4887,ROH,87
Material 1827,ROH,94
Material 7774,ROH,94
Material 5399,NBW,13
Material 8023,NBW,13
Material 5653,NBW,13
Material 1694,ROH,13
Material 6828,ROH,82
Material 3377,NBW,6
Material 1136,ROH,82
Material 673,NBW,2
Material 40,NBW,47
Material 4378,NBW,2
Material 4625,ROH,38
Material 4893,NBW,2
Material 6270,NBW,6
Material 2194,NBW,6
Material 435,ROH,24
Material 2921,NBW,13
Material 7172,ROH,13
Material 112,ROH,95
Material 542,ROH,35
Material 5103,ROH,35
Material 1998,ROH,35
Material 6100,NBW,2
Material 7089,NBW,2
Material 3677,NBW,2
Material 5629,NBW,2
Material 7632,ROH,35
Material 4125,NBW,6
Material 7153,ROH,82
Material 7748,NBW,2
Material 4440,ROH,94
Material 6780,ROH,47
Material 7495,ROH,13
Material 6550,ROH,95
Material 749,ROH,95
Material 1259,ROH,13
Material 1529,ROH,13
